File,Symbol,Type,Date,Details
NIFTYCPSE.csv,NIFTYCPSE,Huge Date Gap,2017-04-27 to 2017-07-12,Gap of 76 days
NIFTYCPSE.csv,NIFTYCPSE,Huge Date Gap,2017-07-13 to 2017-07-27,Gap of 14 days
NIFTYCPSE.csv,NIFTYCPSE,Huge Date Gap,2017-07-27 to 2017-11-30,Gap of 126 days
NIFTYINFRA.csv,NIFTYINFRA,Huge Date Gap,2017-06-29 to 2017-08-09,Gap of 41 days
NIFTYINFRA.csv,NIFTYINFRA,Huge Date Gap,2017-08-11 to 2017-10-26,Gap of 76 days
NIFTYMID50.csv,NIFTYMID50,Huge Date Gap,2017-07-27 to 2017-09-28,Gap of 63 days
NIFTYMID50.csv,NIFTYMID50,Huge Date Gap,2017-09-28 to 2017-12-08,Gap of 71 days
NIFTYMID50.csv,NIFTYMID50,Huge Date Gap,2017-12-08 to 2017-12-26,Gap of 18 days
NIFTYMID50.csv,NIFTYMID50,Huge Date Gap,2018-02-22 to 2018-03-08,Gap of 14 days
NIFTYMID50.csv,NIFTYMID50,Huge Date Gap,2018-03-13 to 2018-03-26,Gap of 13 days
NIFTYMID50.csv,NIFTYMID50,Huge Date Gap,2018-03-27 to 2018-04-09,Gap of 13 days
NIFTYMID50.csv,NIFTYMID50,Huge Date Gap,2018-04-25 to 2018-05-10,Gap of 15 days
NIFTYPSE.csv,NIFTYPSE,Huge Date Gap,2017-03-31 to 2017-04-24,Gap of 24 days
NIFTYPSE.csv,NIFTYPSE,Huge Date Gap,2017-04-24 to 2017-05-25,Gap of 31 days
NIFTYPSE.csv,NIFTYPSE,Huge Date Gap,2017-05-25 to 2017-08-31,Gap of 98 days
NIFTYPSE.csv,NIFTYPSE,Huge Date Gap,2017-08-31 to 2018-06-14,Gap of 287 days
PCJEWELLER.csv,PCJEWELLER,Huge Date Gap,2020-04-09 to 2020-05-27,Gap of 48 days
PCJEWELLER.csv,PCJEWELLER,Huge Date Gap,2022-09-12 to 2022-12-06,Gap of 85 days
PCJEWELLER.csv,PCJEWELLER,Huge Date Gap,2024-10-07 to 2024-12-31,Gap of 85 days
PCJEWELLER.csv,PCJEWELLER,Price Anomaly (Split/Unadjusted),2019-06-28,"Ratio: 9.91 (Prev: 45.0, Curr: 4.54)"
PTC.csv,PTC,Huge Date Gap,2022-10-24 to 2022-12-26,Gap of 63 days
RAIN.csv,RAIN,Huge Date Gap,2018-07-03 to 2018-10-30,Gap of 119 days
RAIN.csv,RAIN,Price Anomaly (Split/Unadjusted),2018-01-02,"Ratio: 2.83 (Prev: 371.75, Curr: 131.5)"
RAYMOND.csv,RAYMOND,Huge Date Gap,2024-07-10 to 2024-07-26,Gap of 16 days
RAYMOND.csv,RAYMOND,Huge Date Gap,2025-05-13 to 2025-05-28,Gap of 15 days
RAYMOND.csv,RAYMOND,Price Anomaly (Split/Unadjusted),2024-07-26,"Ratio: 1.54 (Prev: 3156.1, Curr: 2052.55)"
RAYMOND.csv,RAYMOND,Price Anomaly (Split/Unadjusted),2025-05-28,"Ratio: 2.53 (Prev: 1564.3, Curr: 619.2)"
RCOM.csv,RCOM,Huge Date Gap,2019-12-09 to 2020-03-04,Gap of 86 days
RCOM.csv,RCOM,Huge Date Gap,2020-05-06 to 2020-11-10,Gap of 188 days
RCOM.csv,RCOM,Huge Date Gap,2022-01-03 to 2022-03-29,Gap of 85 days
RCOM.csv,RCOM,Price Anomaly (Split/Unadjusted),2019-02-04,"Ratio: 1.53 (Prev: 11.35, Curr: 7.4)"
RCOM.csv,RCOM,Price Anomaly (Split/Unadjusted),2020-03-04,"Ratio: 1.47 (Prev: 1.1, Curr: 0.75)"
RCOM.csv,RCOM,Price Anomaly (Split/Unadjusted),2022-03-29,"Ratio: 1.63 (Prev: 4.25, Curr: 2.6)"
RELCAPITAL.csv,RELCAPITAL,Huge Date Gap,2020-05-06 to 2020-08-18,Gap of 104 days
RELCAPITAL.csv,RELCAPITAL,Huge Date Gap,2020-12-16 to 2021-02-02,Gap of 48 days
RELCAPITAL.csv,RELCAPITAL,Huge Date Gap,2021-10-11 to 2022-01-04,Gap of 85 days
RELCAPITAL.csv,RELCAPITAL,Price Anomaly (Split/Unadjusted),2022-01-04,"Ratio: 1.60 (Prev: 24.7, Curr: 15.4)"
RNAVAL.csv,RNAVAL,Huge Date Gap,2019-09-25 to 2020-03-04,Gap of 161 days
RNAVAL.csv,RNAVAL,Huge Date Gap,2020-03-25 to 2020-05-27,Gap of 63 days
RNAVAL.csv,RNAVAL,Huge Date Gap,2020-06-17 to 2020-08-18,Gap of 62 days
RNAVAL.csv,RNAVAL,Price Anomaly (Split/Unadjusted),2020-05-27,"Ratio: 1.70 (Prev: 1.7, Curr: 1.0)"
SINTEX.csv,SINTEX,Huge Date Gap,2019-12-09 to 2020-03-04,Gap of 86 days
SINTEX.csv,SINTEX,Huge Date Gap,2020-06-03 to 2020-08-18,Gap of 76 days
SINTEX.csv,SINTEX,Huge Date Gap,2020-10-21 to 2021-04-27,Gap of 188 days
SINTEX.csv,SINTEX,Huge Date Gap,2021-06-16 to 2021-07-20,Gap of 34 days
SINTEX.csv,SINTEX,Huge Date Gap,2021-11-03 to 2022-02-01,Gap of 90 days
SINTEX.csv,SINTEX,Price Anomaly (Split/Unadjusted),2018-01-02,"Ratio: 2.30 (Prev: 27.1, Curr: 11.8)"
SINTEX.csv,SINTEX,Price Anomaly (Split/Unadjusted),2020-03-04,"Ratio: 2.29 (Prev: 1.6, Curr: 0.7)"
SREINFRA.csv,SREINFRA,Huge Date Gap,2021-07-19 to 2021-10-12,Gap of 85 days
SREINFRA.csv,SREINFRA,Huge Date Gap,2021-11-17 to 2022-01-04,Gap of 48 days
SREINFRA.csv,SREINFRA,Price Anomaly (Split/Unadjusted),2021-10-12,"Ratio: 1.96 (Prev: 12.65, Curr: 6.45)"
STAR.csv,STAR,Huge Date Gap,2024-12-05 to 2024-12-20,Gap of 15 days
STAR.csv,STAR,Price Anomaly (Split/Unadjusted),2024-12-20,"Ratio: 2.18 (Prev: 1485.05, Curr: 682.3)"
TV18BRDCST.csv,TV18BRDCST,Huge Date Gap,2024-01-30 to 2024-04-23,Gap of 84 days
